"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Sälj",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Sälj",75,240,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Sälj",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Sälj",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Sälj",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Sälj",75,1735,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Sälj",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Sälj",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Sälj",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Sälj",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Sälj",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Sälj",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Sälj",75,1240,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Sälj",75,1240,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Sälj",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Sälj",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Sälj",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Sälj",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Sälj",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,0,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,10,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,60,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,100,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Sälj",75,100,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,55,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,70,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,100,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,660,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,40,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Sälj",75,400,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,70,"Nej","5"
"2016-12-12","MI5590468016","Alvestaglass Partners Sweden AB","Köp",75,100,"Nej","5"
